Material_Thickness_mm,Press_Type,Pressure_applied_Bar,Operation_time_s,Hydraulic_fluid_level_%,Cylinder_size_cm2,Number_of_strokes,Tooling_Type,Temperature_C,Maintenance_Status,Power_Consumption_kWh
15.270227869704053,Hydraulic,465.93836042724,13.573462153890418,30.247659709296002,96.68493670155299,2,Advanced,46.89972543630343,Due,39.52111288762614
30.980791841396595,Hydraulic,244.95755964665324,41.45323806101489,47.06140047955987,80.12007413457415,3,Custom,41.42619094752678,Up-to-date,28.27528163946746
7.83519917195005,Hydraulic,332.2353401112174,6.187507720792199,94.24669122608398,32.99475009218668,1,Standard,73.70740062423789,Overdue,25.277140061815544
15.31508777822569,Pneumatic,352.90571516781216,3.777845127936752,37.969248947508156,89.60008013562033,9,Advanced,54.250313865118066,Due,23.28730458985033
18.951730321390894,Mechanical,105.23778263533346,16.945607533650396,49.77336190700107,152.72382908359944,7,Standard,52.47991046343166,Overdue,26.30482801259638
23.34742922663476,Mechanical,365.41494880668427,28.832131490880347,54.56615063553568,23.49145626131854,1,Standard,51.31978640058585,Due,26.937253143350357
39.473622108257665,Pneumatic,171.21438674790056,52.35980531368607,55.15239917555618,25.234202675561654,3,Custom,39.126018541269545,Overdue,30.804502293729335
10.784015325759627,Mechanical,484.42812698778204,44.175806046445864,69.03516659956205,77.406545448837,4,Standard,66.06680172939326,Up-to-date,44.291952127229294
26.19748748226697,Hydraulic,159.46509110124518,45.0769782295989,95.4460670195766,188.92788520759575,4,Advanced,31.431898861025246,Due,34.13047231354387
30.02831387424008,Mechanical,265.8496494908095,26.67861339798837,39.2554169466004,137.02880287735366,5,Advanced,76.02817240268288,Due,40.14213720506762
3.2760702232798886,Hydraulic,134.13986723145754,22.06422956772385,29.720110104073445,138.9472917677873,3,Custom,73.10903832805245,Up-to-date,16.40406052478184
30.76969774317048,Pneumatic,498.7497007383789,23.520248253106956,35.79763918879499,78.76479825919435,3,Standard,36.936221168868386,Overdue,44.208861335408685
9.355682060677285,Mechanical,300.87800413249704,59.28367469669136,90.95399201674157,122.7955503296223,1,Advanced,62.41514503905814,Up-to-date,47.1959255218537
4.187528056278696,Pneumatic,338.1540069280175,4.326333101923984,71.66486501241648,11.924924965271241,7,Standard,52.25950763922344,Up-to-date,23.714113462628188
47.49539132541333,Mechanical,126.830590955371,52.28782677510202,42.87254313913281,130.85824881781303,1,Standard,36.94720462995025,Overdue,27.513389984894793
48.315969620653405,Hydraulic,399.98418815967113,35.56317369719882,85.27575511748938,183.52452003948497,2,Standard,79.25390711970404,Up-to-date,32.31261925401883
40.6114700577066,Pneumatic,183.9622372382343,27.439694312996245,88.90959970907488,126.38895898551564,4,Custom,16.640427480137173,Due,35.60172945314825
15.926074689495163,Mechanical,459.2217157762855,44.06494430407792,87.72114709522225,176.00273275860556,4,Standard,31.42199199038363,Due,42.385229474441296
5.78593358631281,Hydraulic,182.05585619280288,30.226798602632766,93.51412269116436,147.55488053855782,5,Advanced,48.80481397222478,Due,19.681779003401903
34.527418299095686,Pneumatic,176.27508826546662,52.658547808736316,40.17928161386892,32.90609911670114,2,Standard,48.92694522610665,Up-to-date,23.41980159935007
22.567472193240462,Pneumatic,114.61986713923795,54.240708112652996,80.40335429970227,181.46612838430994,4,Advanced,53.28064987146167,Due,25.406011124532448
6.979873507394163,Mechanical,288.8267780439997,26.459813758660413,56.8431597819312,22.62433042759723,1,Standard,63.85895118148975,Due,29.266872967040193
25.263668595452238,Mechanical,325.9364533050466,18.05601223963299,87.35988423120492,111.45381978407512,2,Advanced,55.52605898375427,Due,33.31367282058019
2.6850375346457014,Mechanical,126.28345577134095,36.35631905841501,78.27925417292906,37.00605352075696,1,Advanced,54.018294934322405,Due,22.53048563659216
45.556699701860325,Hydraulic,410.2110466780042,54.917074045768075,82.11579571997797,12.224256038871772,4,Standard,18.478440089347814,Due,44.6323031762544
13.68021909840083,Mechanical,281.315533899211,14.218406962328661,72.49294701448572,90.18650942425141,4,Standard,39.47446870630439,Due,17.67019262154062
33.463591933345114,Pneumatic,309.756107731032,38.132061846682,34.19430155757655,66.05773445428969,7,Advanced,30.08362308057514,Up-to-date,31.746069324272018
16.273842728381137,Pneumatic,276.3050987752913,38.63049276536619,63.60215351175506,102.34009382154457,9,Custom,32.2490572541284,Due,28.367982436778334
26.48333303771273,Mechanical,260.3052243501304,44.52055530008629,98.77357916196065,119.66797847956465,9,Standard,51.031935832122414,Due,39.28754506684753
27.788803687820703,Mechanical,323.85613252328716,9.63092573738107,94.99104531976951,18.310423738699996,5,Custom,27.96784547042455,Overdue,19.690289251330476
10.057868320750824,Pneumatic,162.09609837228498,43.51784795156114,23.453898863760934,33.37062607351167,1,Standard,34.10669156609834,Up-to-date,20.103195018020926
48.50964676046337,Hydraulic,172.77125219810844,54.723886198607175,33.18518525835497,116.14205532558081,1,Standard,30.410506053627106,Up-to-date,32.11620309758926
38.98150834469461,Mechanical,444.7142484054069,12.421620314474033,30.538301876364955,75.20179710280506,6,Standard,76.65269130918266,Up-to-date,26.78191143874821
47.035448136645265,Mechanical,478.4461848534531,15.777512845584903,78.07839279882364,148.5429626343951,2,Standard,76.40327259112118,Up-to-date,38.327857042816
44.84654017095479,Pneumatic,249.32372651190119,58.3409154544151,85.4228263885556,133.93541323246853,8,Custom,54.64620130874336,Due,41.1425208515742
30.29709896174317,Mechanical,208.2978692574215,12.496663257150406,37.080909304853755,170.6648289680823,9,Standard,75.0939604675735,Due,31.778884250036352
46.171837516132726,Hydraulic,357.59981729560633,51.55433541543559,60.46821543614632,141.57363706715282,4,Advanced,66.07782195544425,Overdue,39.356398476753014
5.3361326005440555,Pneumatic,263.49366843923855,30.552115673986016,87.256242240896,91.68690470412814,5,Advanced,53.34661238211757,Overdue,21.2451580105542
10.603160258538114,Mechanical,110.15454226413794,16.33940231538427,78.62412358130004,137.86365825494215,8,Custom,15.41828874729172,Up-to-date,16.511021638291325
3.216137156616365,Pneumatic,162.46103894647615,52.503494273805664,63.378976439347866,62.32242310852952,3,Standard,65.21355859516126,Overdue,22.103841526069264
16.94118620739995,Mechanical,386.388891538959,27.8277047901546,67.22781523670183,68.19956476786041,5,Advanced,60.661742203250476,Overdue,34.028256311189665
20.045187194784617,Mechanical,363.56957676406057,31.85940652792203,60.6688437533024,159.90718038495072,3,Custom,54.99148746335691,Up-to-date,25.68920368925766
14.2961025569209,Mechanical,110.83839700139339,22.83553542518641,43.803876105505644,94.81970811630062,3,Standard,64.42758025936067,Up-to-date,14.836133681350894
41.608137948444536,Hydraulic,188.7888647731798,36.39114938322579,65.20175942872129,161.69226469848698,3,Advanced,48.33994071035977,Overdue,25.092988200433417
18.480913007985876,Hydraulic,192.42991863522855,11.48438460993132,75.11082416400725,166.2602509969729,7,Advanced,60.76541263588704,Due,25.186547147268087
14.765790974681657,Pneumatic,368.75709743949136,24.682729125802123,89.86583326886462,172.9368441556439,7,Custom,75.78618563722208,Overdue,30.983027898541643
27.592108074754176,Mechanical,107.88421510174567,58.225914695446676,70.90330831833984,184.16069480982938,7,Standard,39.42732602999561,Overdue,24.518204334700748
7.9052870237633694,Mechanical,141.64343279382953,16.971739096665395,80.88972296345264,91.8871918975263,8,Standard,61.02791926854065,Due,18.403144617030623
40.307652056947944,Hydraulic,419.96643414927576,40.09072654339495,32.805730796365836,70.58469548101638,5,Advanced,45.91970817071231,Due,43.02662656887706
4.652981540308771,Mechanical,171.41786482173345,20.861023725032304,56.92459795358319,120.61776185288163,5,Advanced,58.8359773679088,Up-to-date,19.439187557060333
49.35745989342535,Hydraulic,361.0984431407499,46.861441289822835,20.746529586167462,80.52276045314925,4,Advanced,64.58806681103367,Up-to-date,38.24882251440466
38.839993695536215,Mechanical,195.2731124186906,9.59067232166429,39.73430916172984,124.20409169204426,7,Standard,17.95441252832674,Overdue,19.33067214319028
10.737068395174449,Pneumatic,139.77655710373807,58.249620614555596,78.11693720904039,144.06131390232667,4,Custom,57.029028856663025,Due,31.553677607894365
1.2705837390565176,Mechanical,197.26887639978162,28.319793400251076,99.34479610794908,140.796953513506,2,Custom,29.7381769864514,Up-to-date,18.152517307906948
40.95760999428688,Mechanical,388.9067727422637,15.69092687409491,27.934247966977274,81.16504853382305,4,Standard,58.55211495749184,Overdue,30.814784961969057
35.63600984853324,Hydraulic,442.2785872425143,6.262811345140734,52.11954526890306,41.703438322763034,8,Custom,45.44146208569788,Due,36.59708999227037
36.72135123400838,Mechanical,432.0879458267966,11.845958495077364,84.00567749593276,91.80057430781943,9,Advanced,65.28092822121766,Overdue,29.31252533710422
38.79224698761134,Mechanical,258.87341184738193,32.14688901624902,36.32285077031191,37.09288737556266,3,Custom,23.021052988363767,Up-to-date,28.720695174698466
4.628187934970428,Hydraulic,367.2340546282585,21.546184233014607,64.4067959441829,179.11843668492358,7,Custom,55.71095285765268,Up-to-date,23.98290799310432
18.564820698669358,Pneumatic,181.9937181663284,50.07523522119135,78.64570368237398,75.7167175401929,9,Custom,33.1005973802909,Due,33.463727219197295
6.677583916731356,Pneumatic,217.2590921044053,26.991476372384746,69.27883602081432,39.34735197243152,4,Advanced,70.44382969648845,Overdue,18.225495191027036
43.29206786790408,Hydraulic,458.5343274084479,16.425427810082535,35.04197876923329,14.835074382092667,3,Standard,75.34492786635998,Due,39.83166133169699
31.541608214550337,Hydraulic,105.20076940429442,37.794409223033746,48.43076549485915,132.706253394432,5,Advanced,79.7658890891386,Up-to-date,18.31956946913316
17.214003217779812,Hydraulic,134.2034123417872,42.99307857935586,82.70334275883178,131.0114403164012,1,Standard,66.74048115777342,Up-to-date,27.327523314584898
4.114359164015158,Hydraulic,183.1545020584109,11.688430658255092,64.33812113056133,74.71479165044542,3,Standard,63.992714577820294,Overdue,22.815568588218166
16.23813376406745,Hydraulic,110.61288154952788,11.721914544722424,20.41836908343302,23.62525888105369,8,Standard,29.007549326390816,Overdue,10.280165481082504
16.933982779310604,Pneumatic,172.57417403591893,4.126942762145492,80.8792608022475,87.82949003009408,8,Custom,36.840458834357065,Overdue,13.37575955234141
36.75070273856514,Pneumatic,333.2166243878769,44.71131687380715,22.824908395219126,69.13132406204478,4,Custom,45.26936521454817,Due,32.8636384668959
32.240316096405444,Hydraulic,268.5698202369992,40.50066260206469,79.65870261849858,138.65292154965178,2,Standard,65.26976810584623,Overdue,30.799164072139884
44.47342438624,Mechanical,457.0686844307899,29.528590793489204,36.19844481321899,125.09805739601117,8,Standard,74.47278123006797,Overdue,45.99315185437849
24.138531332935514,Hydraulic,426.9774246953764,50.961886040213436,96.64587840955042,79.2728083575326,8,Custom,27.294041501494,Up-to-date,42.07216209285638
6.860118050976784,Mechanical,236.7269406791504,48.72886887110308,49.43526010416676,51.39958530844812,4,Advanced,74.95388650355669,Up-to-date,25.313758945558867
35.948994573926754,Hydraulic,203.769373372517,35.950553135011624,46.15452930704633,197.72683356956244,3,Standard,60.21560240301377,Overdue,20.531458229026946
38.27846738222797,Hydraulic,251.87696326690676,52.359734269769,31.911044026595576,96.26030802726183,2,Advanced,54.70009749452751,Overdue,43.61155985055133
28.502582680905316,Pneumatic,336.1179770059231,13.938790182132559,44.44833723921719,140.77210479824504,9,Custom,27.98968263332607,Up-to-date,39.83561124739786
38.77739181777349,Mechanical,207.22545632915052,8.491337925068217,90.13206094625605,36.70506383988855,1,Standard,18.609127132594786,Overdue,21.007791121321343
25.195984221855145,Mechanical,349.65956313965364,17.645477467985398,99.70674701017978,102.26204293528558,7,Advanced,51.950218403016095,Due,27.309044390174762
26.61390863971771,Pneumatic,263.7646608764962,5.311037653180262,49.464762440547865,15.231976775198444,5,Advanced,57.34851941637801,Due,24.55957050907664
21.94950989956893,Pneumatic,320.8188723407921,32.807832624059856,55.8888504763634,106.0364724029855,8,Advanced,28.700794208054734,Due,39.229516371820054
2.245537210460664,Pneumatic,274.45061165412665,56.32313015310777,77.76567505621897,193.16330735236343,4,Custom,51.169653378654665,Overdue,35.94774537345488
6.286679922671918,Pneumatic,217.7863038167671,4.2819253587735595,90.89566243720596,82.99927546730204,7,Custom,70.67207117956728,Up-to-date,18.87610973187378
2.540030098649978,Mechanical,479.3813227848627,9.082375012581554,67.44354673494273,17.4092423892332,5,Advanced,69.2792864545763,Overdue,36.64760051266049
32.18411015192524,Mechanical,405.4423176639043,28.227543640439247,51.32205585422635,15.881600274675272,5,Advanced,75.27808673810932,Overdue,27.32689607811207
16.403443072740007,Hydraulic,156.04527030658102,56.16475101661848,53.0097472678899,83.71748438990521,9,Custom,38.78257762119723,Up-to-date,37.84632270720954
25.919963867070436,Hydraulic,447.3871903591651,20.33705408865153,75.64945171974455,40.40473792800687,9,Advanced,35.673222215809716,Up-to-date,35.181530055196426
45.47075722237856,Pneumatic,294.97247929980546,31.41961890392676,20.257461088342296,14.436898302355324,9,Advanced,63.71269038875256,Up-to-date,28.584558718285543
13.215319228294872,Pneumatic,457.82089075763656,4.411225824922742,69.56714699678726,153.6805866505336,6,Custom,43.02230633130532,Due,26.888246638040172
21.108763228745858,Pneumatic,419.9421023789261,10.603905655801153,48.43944083530859,97.11937168755922,6,Advanced,20.690663161805738,Overdue,27.114836531335044
38.022005788609384,Hydraulic,270.0854017876934,59.22454713161312,83.53578650216674,64.95650667480436,5,Advanced,33.38207349358248,Up-to-date,33.15643207565544
12.2111101090895,Hydraulic,108.98772332804695,57.97688439329064,27.439251185850573,181.01580477313132,9,Advanced,42.20784855954679,Overdue,41.46290194830166
4.772015581610857,Hydraulic,207.47094375397842,2.2865188941957575,67.05618135587125,32.066402438099864,8,Custom,34.01356765595638,Due,18.9741828319453
15.197821192774633,Hydraulic,316.65368586434676,57.20508355454786,58.4778311908899,191.62457750151066,7,Advanced,36.59336211157591,Due,47.534830418047974
8.899843075446217,Hydraulic,353.39128793045893,39.06895639329902,71.38604207241819,69.65367630169703,7,Custom,34.0954339013354,Up-to-date,38.326104945187964
46.55518496478608,Hydraulic,203.15507417328092,52.339261082161286,25.18828755863747,178.79669773864944,6,Custom,17.697445866900164,Up-to-date,37.5740969855839
40.59789859865643,Hydraulic,155.74242962912965,28.37491162676383,66.3987029942505,124.5591465310977,5,Standard,56.41115555358876,Overdue,26.288455932337275
32.03678406901075,Pneumatic,433.9720947197196,31.904569657596515,64.91876703676189,167.0743983508826,4,Standard,53.824007322975504,Up-to-date,38.36581888586411
43.701568919198166,Pneumatic,493.76087228142086,30.35310165490137,64.85280755329367,196.96250100998822,3,Advanced,57.46992740111424,Overdue,42.599168414471336
40.37993176805661,Pneumatic,310.27607292107433,40.67812693767405,68.27901332771638,64.79703318556169,3,Custom,27.500143242185786,Up-to-date,27.785660131230227
10.141932885415756,Pneumatic,168.6717143393214,10.099772775866148,74.11743497810897,192.61574222744267,6,Standard,34.21754520481154,Overdue,25.08133189006577
44.73539092600891,Hydraulic,208.9229306077476,3.738468212615321,84.39911997446158,84.00156003145987,4,Advanced,55.27503525141995,Overdue,11.20784120990104
27.427769853866884,Mechanical,107.3562706189867,19.859936612289072,41.585657610257144,83.24726190001525,6,Standard,53.97579194989489,Overdue,13.980221704876003
40.564567603039066,Hydraulic,465.7195226241996,42.87148423872551,86.00395281440497,74.67354980835609,3,Standard,47.91147010802741,Overdue,53.73663451518199
44.90847369625117,Mechanical,147.10043315605645,13.707500223131005,59.86045458107629,112.86744539604119,4,Custom,37.77686125066283,Due,21.27410103011883
16.58217027362133,Pneumatic,330.6065902057014,41.05908113284521,26.164662330746495,39.28755820391255,9,Custom,74.34051531035485,Overdue,37.42397941983356
6.392544301856161,Hydraulic,209.6220882748824,58.254898674221685,24.684074339518336,115.20518221802213,5,Standard,37.08506574942484,Up-to-date,36.958475486889576
12.168822964555142,Pneumatic,321.67120100631735,7.446241515786267,46.73906549568486,112.92391435790076,7,Standard,44.61524516842135,Due,18.037258074742518
21.92828164268656,Hydraulic,360.5681553407457,41.010922857057324,82.7917581689174,154.7613443949253,2,Custom,59.07739901202357,Due,30.24154683409176
41.08272353020216,Pneumatic,431.89672148288065,27.737512719665126,76.61447477927325,168.39349276814124,5,Advanced,50.29639300633967,Overdue,38.17072429574577
43.175798579560826,Mechanical,182.56850870424128,52.35225075389531,83.08919717379251,93.68385655936056,9,Custom,37.54758846368506,Due,31.38402874742234
1.3406543960283446,Mechanical,104.3983314633922,12.274687787948382,61.38152451532875,67.44331737678381,3,Standard,43.316911379673144,Overdue,11.943643985442362
26.026617826300722,Mechanical,154.7542520275229,42.17230522911754,55.21591983643924,59.273630490247946,9,Advanced,66.6412531604779,Up-to-date,31.771697570661892
21.45313915429017,Hydraulic,460.00745673924206,50.61068679959039,31.796202136502714,46.97852897392567,6,Standard,33.07839510662981,Overdue,51.54506256216603
11.883282713065782,Mechanical,449.5560310250061,56.787624729493345,46.25542028874492,20.95304061781473,4,Advanced,24.246590585493003,Due,47.41938565856406
6.873402999350457,Hydraulic,338.9652408681233,41.62838564079946,54.72154929391002,75.06511597859553,7,Standard,35.35560811893551,Up-to-date,30.507592877897537
17.54314339877777,Mechanical,340.20674417346135,30.836136312488783,27.08803437436938,61.34706150484882,8,Advanced,70.21972400671359,Overdue,32.069810522722626
47.20257549171344,Mechanical,366.01466981850217,37.835139931670405,37.6489562168969,193.61930331461738,6,Advanced,20.784331465662532,Up-to-date,38.21703654429847
16.836943669017007,Hydraulic,170.14851144937984,52.39648909976566,67.8580235250991,115.96467698750834,5,Standard,79.46024476920937,Up-to-date,26.441158261680904
26.420740465424938,Hydraulic,465.7647783699839,35.09536530505212,78.85304913913518,75.98263741579643,6,Advanced,50.165188430298066,Due,35.25935162578707
35.44792898586371,Mechanical,267.5082099568292,3.762449462416538,99.86780091143598,120.28884418880224,5,Custom,79.01497335786111,Up-to-date,32.066426791130155
18.817850516585406,Hydraulic,253.255411299799,55.995024339404715,94.64906650748462,36.447373255682145,8,Standard,76.03476743558855,Due,36.88556927410268
48.61732205332707,Mechanical,307.56708211313503,41.992551559830545,71.40521596281532,94.36831234841856,1,Custom,44.43289142370959,Up-to-date,34.54839590712035
48.15991745216345,Hydraulic,118.78638671002201,41.2377763750803,53.69984426352576,128.98452107000213,7,Standard,27.901919849347692,Overdue,31.906641446106562
13.337332495442844,Pneumatic,166.51334750243177,14.509158839067595,70.89418917665861,102.89058804056576,2,Advanced,25.717510476734,Up-to-date,19.995865660672674
25.365176788726888,Pneumatic,395.2134465705482,40.21535727349412,82.85212944641856,86.33797212432161,9,Advanced,30.59930865154724,Overdue,46.488677986982346
15.743037181021714,Pneumatic,133.1194671700506,24.84413552794119,29.466895273870986,198.83119389094264,1,Advanced,61.158621636694924,Overdue,17.053419762339033
14.957184224495913,Pneumatic,341.26084378655526,39.771512668406544,52.79239117570306,177.25980480829614,6,Standard,32.741749657546706,Up-to-date,39.376439089404805
2.8074604203721067,Pneumatic,198.13964387252838,8.182395757863462,87.18418285084938,128.44713205029362,9,Custom,37.19264252427939,Overdue,15.527446147517189
30.868652365014945,Mechanical,255.71824561679063,40.15502766697609,50.70663615464352,118.18169862463373,1,Custom,44.17062225964996,Up-to-date,30.273836293829387
25.631272138214214,Pneumatic,215.47749470827995,59.96599609469866,65.74978169817493,127.92549116667097,4,Standard,74.36012422739466,Up-to-date,36.91262467906265
3.522458811249478,Pneumatic,242.26908658597966,4.79629825391225,67.02154886897586,48.24930048626232,4,Standard,27.310572162514994,Overdue,17.915101396543307
14.65367674759396,Pneumatic,387.6183620736982,58.6761026848364,34.75810025069115,85.07617122022053,9,Custom,15.326725919637202,Overdue,45.35551279673197
45.50502841236603,Pneumatic,218.84868624927,25.600661721926496,48.97883533218307,17.497311249270872,5,Custom,18.90626667458106,Due,30.22129947473388
12.73853264268165,Hydraulic,326.5618561187589,52.50370011956103,46.76090309935457,100.35374712249707,5,Custom,73.80981220920766,Overdue,35.61328721573757
8.099848732469932,Mechanical,290.42016087963987,47.37835807537986,22.09573668256518,113.174670951956,6,Custom,57.0885702148186,Due,36.28725082554761
24.98318525360059,Pneumatic,365.46846614505927,34.88694313722673,21.935341111308418,53.27244985960982,1,Standard,32.74764025630744,Overdue,29.336225975934312
49.29687225141944,Pneumatic,474.7318957299032,44.83005413657694,86.53576349406188,193.1654809614476,1,Standard,26.517512565727422,Up-to-date,61.34754582692582
12.86070830406352,Pneumatic,393.02883888410014,52.95390255547818,41.845664797824995,182.79637607807598,9,Advanced,34.12733788141243,Overdue,40.75656285281231
33.93464182288805,Mechanical,185.9761514363027,25.440138655759913,61.44630129910524,147.20721473662212,3,Custom,22.461800271333207,Up-to-date,21.489812376554916
38.31936115110716,Hydraulic,112.47325402451386,20.967923370667844,43.898045887101844,111.34345946541889,4,Advanced,76.19963916848867,Up-to-date,25.148081793595626
12.644239655627583,Mechanical,204.90561771993004,40.720416362687914,95.25433960922724,175.29414033306014,1,Standard,65.97340133374234,Up-to-date,26.244120862858466
36.68260108198112,Hydraulic,338.03117228010194,48.855064632593,40.7437407092619,34.82394532645795,9,Standard,45.055426499315146,Due,45.28860192200857
19.021373503243407,Pneumatic,120.57032539370013,46.21253781704371,54.37254501911481,160.19686091222815,8,Advanced,71.22256933248812,Overdue,30.475690845321328
31.982985699085393,Pneumatic,298.54649888049454,48.2731916338008,89.81842003876815,33.715954653701175,2,Custom,31.2147832790601,Up-to-date,32.57810159716919
32.04295582728384,Mechanical,338.7371395667557,27.263832259150114,87.3546853433447,160.90002588438702,8,Custom,61.61283695069258,Up-to-date,32.39065438038198
27.252959519663165,Mechanical,233.69755632678434,49.43438453815126,34.88811342770219,62.39583796775782,7,Custom,70.64861243589333,Due,30.75070920528063
5.424198732666007,Hydraulic,408.36488149832877,8.972125211495289,84.21146478365684,176.6472103934559,6,Custom,38.189966255512715,Overdue,28.605540369492164
41.92982228387266,Hydraulic,142.63930125350873,33.58036768172927,56.65495093903141,189.3679978268256,1,Advanced,64.23518895429665,Overdue,25.45678784993697
16.718223183615056,Mechanical,130.0551126943235,2.3340023088910513,58.637509766828416,38.27123418697197,7,Advanced,34.17970270218011,Due,9.322594139386865
10.139407009592857,Hydraulic,391.2755024814413,20.825978134215678,30.6783977932755,97.90836496242477,7,Standard,34.425713791837,Due,32.081771551530196
2.997981936183432,Mechanical,298.1965264824794,23.254769022541076,26.44812110056997,196.38760185091016,9,Custom,21.958716606022094,Overdue,25.36281796424302
29.95375421622385,Hydraulic,375.36095857109444,24.978016113336814,78.23514455790121,101.84741283489785,1,Custom,43.60377302311092,Due,36.009320254088976
34.20065373027184,Mechanical,273.9309354414985,42.337097988012005,59.716892188423984,174.07402927776357,2,Custom,62.431273922332444,Overdue,39.66034686358414
1.8128036174649513,Mechanical,198.56081329564273,24.53636987368005,54.948056209214364,121.85898920495077,9,Advanced,76.11435236213353,Overdue,21.64692934531034
26.092559856664767,Mechanical,427.6409270696799,28.02423011210678,78.36065829219174,81.31268250472435,9,Custom,54.246804475391244,Up-to-date,35.266427792054806
12.09829298469896,Hydraulic,419.7663515875917,15.777559590710993,81.24103191928879,64.29887554991534,6,Advanced,71.10380995282304,Up-to-date,32.81801440063868
32.61346673006304,Hydraulic,377.8785883417707,23.648603914501724,32.71265341354828,48.61238730635658,6,Custom,68.46215220386476,Overdue,40.233556997768964
9.54395502124458,Hydraulic,208.8580548919851,15.181638381262786,68.8180119582113,154.74165636176247,4,Custom,26.267298443393255,Overdue,28.742614194037603
34.85594916702083,Mechanical,336.0922667476348,6.245363578569731,30.828326582214842,83.4426962963753,4,Standard,46.578132879321046,Overdue,19.284738966194126
19.950031968726332,Hydraulic,244.38955877601072,37.00001841611992,80.11000688232366,107.14233781814272,5,Custom,22.600029809150445,Overdue,35.21485786322113
46.89976944809999,Hydraulic,136.63282933065366,40.756342316190945,72.55641250137117,103.54184120022457,3,Custom,59.339955501506275,Overdue,27.604990795543547
7.73852626315367,Mechanical,466.9254301848971,37.930440068557644,96.52916968667664,119.68301555429494,1,Standard,76.74347843599494,Overdue,38.94940274927068
17.712251201462667,Pneumatic,154.72745236758456,28.882654540433197,25.516641308513694,174.45965766866493,1,Advanced,23.91081477511917,Due,24.92425723003275
6.560202540788865,Mechanical,480.094941528321,24.02757525039533,24.564377692100344,196.3404752808516,7,Advanced,62.70240350216518,Overdue,37.51808609417166
46.30998729564958,Hydraulic,278.4023091831823,52.07335167516587,42.57496597545601,87.44099962902521,1,Custom,56.095479806410964,Due,42.466397642459974
43.98962831566807,Mechanical,174.05317153544786,32.10674353790065,40.93645469887248,167.2285952001976,1,Advanced,52.93432740552648,Due,34.22737100661765
13.639139758042624,Pneumatic,316.7603789513432,29.792548902524395,39.75830392575999,155.26028098439636,3,Custom,40.35781525474205,Overdue,38.454902754040276
33.33921825567477,Mechanical,449.1783343505633,3.48723981677327,92.50036644168293,118.97050077655892,4,Standard,38.08355710399782,Overdue,22.379682133372384
